,Skill_1,Skill_2,Simmilarity/Correlation
421,nosql,api,0.773675799369812
422,nosql,neural_network,0.7510476112365723
423,nosql,cs,0.7506898641586304
424,nosql,ml,0.7416247129440308
425,nosql,continuous_integration,0.7394383549690247
426,nosql,bigtable,0.7224718332290649
427,nosql,ma,0.7080620527267456
428,nosql,professional,0.7063885927200317
429,nosql,data_mining,0.7054160237312317
430,nn,cyber_security,0.994766116142273
431,nn,seaborn,0.9944921731948853
432,nn,ocr,0.9930034875869751
433,nn,glm,0.991597592830658
434,nn,gbm,0.9913243651390076
435,nn,gis,0.9882660508155823
436,nn,vba,0.9855310320854187
437,nn,text_analytics,0.9846298694610596
438,nn,data_structure,0.9838799238204956
439,nn,scikit,0.9829273223876953
440,hypothesis,applied_mathematics,0.9442731142044067
441,hypothesis,graph,0.9116653203964233
442,hypothesis,forecasting,0.9052678346633911
443,hypothesis,matlab,0.9051157236099243
444,hypothesis,biostatistics,0.9036859273910522
445,hypothesis,recommendation_systems,0.8886798024177551
446,hypothesis,bioinformatics,0.8879731893539429
447,hypothesis,powerpoint,0.8810113072395325
448,hypothesis,data_analysis,0.8773068189620972
449,hypothesis,time_series,0.8755342364311218
450,deep_learning,nlp,0.9847762584686279
451,deep_learning,tensorflow,0.9785755276679993
452,deep_learning,pytorch,0.9706845283508301
453,deep_learning,segmentation,0.9640782475471497
454,deep_learning,keras,0.9610440731048584
455,deep_learning,cnn,0.9602766036987305
456,deep_learning,rnn,0.9539307355880737
457,deep_learning,pca,0.9537750482559204
458,deep_learning,boosting,0.9522503614425659
459,deep_learning,recommender_systems,0.9480401277542114
460,unix,computer_science,0.9626262187957764
461,unix,perl,0.93732750415802
462,unix,postgres,0.9363224506378174
463,unix,data_structures,0.9360867142677307
464,unix,rust,0.9263821840286255
465,unix,oracle,0.9245777726173401
466,unix,snowflake,0.9161316156387329
467,unix,vs,0.9106982946395874
468,unix,nodejs,0.9024686813354492
469,unix,soa,0.9022281765937805
470,dask,lstm,0.9808081388473511
471,dask,flask,0.9802381992340088
472,dask,mxnet,0.9796515703201294
473,dask,pca,0.9776026606559753
474,dask,theano,0.9758715033531189
475,dask,ml_libraries,0.9748950600624084
476,dask,correlation,0.9712746739387512
477,dask,scikit,0.9690017700195312
478,dask,tf,0.9668046236038208
479,dask,powerpoint,0.9644722938537598
480,powerpoint,theano,0.9879565834999084
481,powerpoint,vs,0.9848827123641968
482,powerpoint,lstm,0.9843424558639526
483,powerpoint,rstudio,0.98334139585495
484,powerpoint,mxnet,0.9817302227020264
485,powerpoint,tf,0.9810106754302979
486,powerpoint,microsoft_power_bi,0.9787170886993408
487,powerpoint,word,0.9779685735702515
488,powerpoint,scikit,0.9765926003456116
489,powerpoint,cognos,0.9733904600143433
490,tf,theano,0.992915689945221
491,tf,microsoft_power_bi,0.9876413941383362
492,tf,mxnet,0.9824360609054565
493,tf,scikit,0.981602132320404
494,tf,powerpoint,0.9810105562210083
495,tf,word,0.980327844619751
496,tf,lstm,0.9785348176956177
497,tf,spacy,0.9782797694206238
498,tf,vs,0.976233720779419
499,tf,cognos,0.9754769802093506
500,time_series,biostatistics,0.9290282726287842
501,time_series,geospatial,0.8968637585639954
502,time_series,bioinformatics,0.8926347494125366
503,time_series,visualization,0.8903788328170776
504,time_series,experimental_design,0.8851139545440674
505,time_series,excel,0.8798954486846924
506,time_series,r,0.8782896995544434
507,time_series,hypothesis,0.8755342960357666
508,time_series,econometrics,0.8738100528717041
509,time_series,applied_mathematics,0.8547366857528687
510,soa,senior_software_engineer,0.9652376174926758
511,soa,perl,0.9538871049880981
512,soa,javaee,0.9478555917739868
513,soa,splunk,0.9426053166389465
514,soa,web_design,0.9398186206817627
515,soa,xcode,0.9276169538497925
516,soa,blockchain,0.9258643984794617
517,soa,senior,0.9257733821868896
518,soa,kotlin,0.9249617457389832
519,soa,ruby_on_rails,0.9214706420898438
520,algorithm,rnn,0.9737344980239868
521,algorithm,cuda,0.9686935544013977
522,algorithm,recommendation_systems,0.9676260352134705
523,algorithm,pca,0.9629143476486206
524,algorithm,jupyter,0.9514452815055847
525,algorithm,optimization,0.9514305591583252
526,algorithm,segmentation,0.9478045701980591
527,algorithm,powerbi,0.9466590881347656
528,algorithm,vs,0.9435925483703613
529,algorithm,nltk,0.9365211725234985
530,random_forest,numpy,0.9692009687423706
531,random_forest,svm,0.9653306007385254
532,random_forest,sklearn,0.9610216617584229
533,random_forest,cassandra,0.9560708403587341
534,random_forest,bayes,0.9536702632904053
535,random_forest,matplotlib,0.9505510330200195
536,random_forest,caffe,0.9485629796981812
537,random_forest,probability,0.9388225078582764
538,random_forest,bigquery,0.9384804964065552
539,random_forest,support_vector_machine,0.9382521510124207
540,experimental_design,etl,0.96296626329422
541,experimental_design,visualization,0.9610002040863037
542,experimental_design,excel,0.9461464881896973
543,experimental_design,geospatial,0.9447064399719238
544,experimental_design,tableau,0.940436601638794
545,experimental_design,data_science,0.9103091955184937
546,experimental_design,power_bi,0.8933731317520142
547,experimental_design,biostatistics,0.8867989778518677
548,experimental_design,time_series,0.8851138353347778
549,experimental_design,applied_mathematics,0.8842225074768066
550,oracle,postgres,0.9791893362998962
551,oracle,react,0.9776086211204529
552,oracle,jira,0.9756430387496948
553,oracle,php,0.9729446172714233
554,oracle,rest,0.9645999670028687
555,oracle,kubernetes,0.9556163549423218
556,oracle,bachelor,0.9537332057952881
557,oracle,eclipse,0.9517492055892944
558,oracle,debugging,0.9490602612495422
559,oracle,nodejs,0.9424208998680115
560,cnn,nlp,0.9672131538391113
561,cnn,deep_learning,0.9602764844894409
562,cnn,tensorflow,0.9588184356689453
563,cnn,boosting,0.9585494995117188
564,cnn,optimizing,0.9541969299316406
565,cnn,recommender_systems,0.9510828852653503
566,cnn,pca,0.9500881433486938
567,cnn,pytorch,0.9476116895675659
568,cnn,ml_libraries,0.9410488605499268
569,cnn,rnn,0.9336224794387817
570,xcode,javaee,0.9922617673873901
571,xcode,blockchain,0.9897283315658569
572,xcode,ab_testing,0.9896392822265625
573,xcode,text_analytics,0.9884750843048096
574,xcode,vba,0.9825637340545654
575,xcode,ocr,0.981075644493103
576,xcode,seaborn,0.9810615181922913
577,xcode,gbm,0.9802252054214478
578,xcode,gis,0.9791229963302612
579,xcode,rstudio,0.9790260791778564
580,ocr,seaborn,0.9979265928268433
581,ocr,cyber_security,0.9971885681152344
582,ocr,gbm,0.9952539801597595
583,ocr,glm,0.9952502250671387
584,ocr,gis,0.99343341588974
585,ocr,nn,0.9930034875869751
586,ocr,ab_testing,0.9921815991401672
587,ocr,text_analytics,0.9909087419509888
588,ocr,vba,0.9908884763717651
589,ocr,data_structure,0.9864804744720459
590,splunk,blockchain,0.9863991141319275
591,splunk,ux,0.9680708646774292
592,splunk,xcode,0.9658334851264954
593,splunk,javaee,0.9639652967453003
594,splunk,visual_studio,0.9569827914237976
595,splunk,postgres,0.9506452083587646
596,splunk,kotlin,0.9470111131668091
597,splunk,data_modelling,0.9470008611679077
598,splunk,pyspark,0.9463810920715332
599,splunk,soa,0.9426053166389465
600,sql,linux,0.9609570503234863
601,sql,snowflake,0.9547601342201233
602,sql,graduate,0.9544383883476257
603,sql,gcp,0.9505590796470642
604,sql,data_analysis,0.9502725005149841
605,sql,jupyter,0.9489263892173767
606,sql,powerbi,0.9473000168800354
607,sql,rust,0.9415148496627808
608,sql,optimization,0.9391457438468933
609,sql,vs,0.938984751701355
610,github,jquery,0.9787182807922363
611,github,restful,0.9752652049064636
612,github,bootstrap,0.9713106155395508
613,github,css,0.9654836058616638
614,github,git,0.9645193219184875
615,github,dynamic_programming,0.9575880765914917
616,github,cryptography,0.950865626335144
617,github,django,0.9494847059249878
618,github,javascript,0.9473603963851929
619,github,salesforce,0.9436041116714478
620,css,javascript,0.9897291660308838
621,css,restful,0.9796943664550781
622,css,agile,0.9780652523040771
623,css,salesforce,0.9763933420181274
624,css,ruby,0.9723451137542725
625,css,html,0.9679901599884033
626,css,jquery,0.967904806137085
627,css,github,0.965483546257019
628,css,bootstrap,0.9631614685058594
629,css,cryptography,0.961601972579956
630,html,css,0.9679902195930481
631,html,ruby,0.9657782316207886
632,html,javascript,0.9632640480995178
633,html,oop,0.9599356651306152
634,html,agile,0.9561105966567993
635,html,backend,0.9513614773750305
636,html,docker,0.9449118375778198
637,html,ruby_on_rails,0.9440063834190369
638,html,salesforce,0.9294955730438232
639,html,django,0.9218379259109497
640,cleaning,data_structure,0.9785617589950562
641,cleaning,gis,0.9733600616455078
642,cleaning,stats,0.9714644551277161
643,cleaning,glm,0.971035361289978
644,cleaning,text_analytics,0.9703971743583679
645,cleaning,javaee,0.9686313271522522
646,cleaning,xcode,0.967377781867981
647,cleaning,ocr,0.9640350937843323
648,cleaning,seaborn,0.9637647867202759
649,cleaning,ab_testing,0.9633508920669556
650,data_analysis,regression,0.9596664905548096
651,data_analysis,sql,0.9502725005149841
652,data_analysis,graduate,0.9371207356452942
653,data_analysis,jupyter,0.9248597621917725
654,data_analysis,statistics,0.923890233039856
655,data_analysis,graph,0.9232927560806274
656,data_analysis,python,0.9230634570121765
657,data_analysis,cognos,0.92284095287323
658,data_analysis,hive,0.9196455478668213
659,data_analysis,word,0.9143111705780029
660,senior,senior_software_engineer,0.9714940190315247
661,senior,ruby_on_rails,0.9666299819946289
662,senior,web_design,0.9494119882583618
663,senior,oop,0.9397106170654297
664,senior,spss,0.928648054599762
665,senior,kotlin,0.9283653497695923
666,senior,soa,0.9257733821868896
667,senior,agile_development,0.9249563813209534
668,senior,full_stack,0.9243546724319458
669,senior,ma,0.9182710647583008
670,cloud,ux,0.945039689540863
671,cloud,shiny,0.9447501301765442
672,cloud,cloud_computing,0.9416884779930115
673,cloud,devops,0.9390277862548828
674,cloud,postgresql,0.9360424280166626
675,cloud,data_modelling,0.9237617254257202
676,cloud,visual_studio,0.9213237762451172
677,cloud,aws,0.9160028100013733
678,cloud,mysql,0.9152364730834961
679,cloud,kotlin,0.9101598262786865
680,cluster,scipy,0.9517478346824646
681,cluster,reinforcement,0.943435549736023
682,cluster,doctorate,0.9359530210494995
683,cluster,bayesian,0.8979116678237915
684,cluster,anomaly,0.8913120627403259
685,cluster,prediction,0.8830592632293701
686,cluster,boosting,0.8819162845611572
687,cluster,ml_libraries,0.8800389766693115
688,cluster,machine_learning,0.8786442875862122
689,cluster,pandas,0.8703975081443787
690,doctorate,sequencing,0.9536311626434326
691,doctorate,prediction,0.9436948299407959
692,doctorate,cluster,0.9359530210494995
693,doctorate,ml_libraries,0.9337566494941711
694,doctorate,boosting,0.9223664402961731
695,doctorate,mapreduce,0.9215506315231323
696,doctorate,spacy,0.9167442321777344
697,doctorate,flask,0.9153622388839722
698,doctorate,correlation,0.9151806831359863
699,doctorate,tf,0.9134476184844971
